OBJECTID,GEOGRAPHY_NAME,YEAR,GEOGRAPHY,SEX,RACE_ETHNICITY,AGE_CATEGORY,LEADING_CAUSE_DEATH,METRIC_NAME,METRIC_VALUE,QUALITY_FLAG,ESTIMATE_TYPE,Shape__Area,Shape__Length
8346,University Southwest,2012,Planning district,All sexes,All races/ethnicities,35+,All causes,smoking_attributable_deaths,132.93198436,,Final,20517629.6210938,25957.9381485591
8347,University Southwest,2013,Planning district,All sexes,All races/ethnicities,35+,All causes,smoking_attributable_deaths,137.7040218,,Final,20517629.6210938,25957.9381485591
8348,University Southwest,2014,Planning district,All sexes,All races/ethnicities,<1,All causes,infant_mortality_rate_per_1k_live_births,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8349,University Southwest,2019,Planning district,All sexes,All races/ethnicities,<1,All causes,infant_mortality_rate_per_1k_live_births,16.58163265,unreliable,Final,20517629.6210938,25957.9381485591
8350,University Southwest,2013,Planning district,All sexes,All races/ethnicities,<1,All causes,perinatal_mortality_rate_per_1k_live_births,11.44640999,unreliable,Final,20517629.6210938,25957.9381485591
8351,University Southwest,2014,Planning district,All sexes,All races/ethnicities,<1,All causes,count_infant_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8352,University Southwest,2020,Planning district,All sexes,All races/ethnicities,35+,All causes,age_adjusted_smoking_attributable_mortality_rate_per_100k,569.47863646,,Final,20517629.6210938,25957.9381485591
8353,University Southwest,2015,Planning district,All sexes,All races/ethnicities,<1,All causes,count_infant_deaths,12,,Final,20517629.6210938,25957.9381485591
8354,University Southwest,2021,Planning district,All sexes,All races/ethnicities,<1,All causes,count_perinatal_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8355,University Southwest,2022,Planning district,All sexes,All races/ethnicities,35+,All causes,age_adjusted_smoking_attributable_mortality_rate_per_100k,456.2511398,,Final,20517629.6210938,25957.9381485591
8356,University Southwest,2023,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Preliminary,20517629.6210938,25957.9381485591
8357,University Southwest,2020,Planning district,All sexes,All races/ethnicities,35+,Cancers,smoking_attributable_deaths,38.7477109,,Final,20517629.6210938,25957.9381485591
8358,University Southwest,2016,Planning district,Male,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,70.76679974,,Final,20517629.6210938,25957.9381485591
8359,University Southwest,2016,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,count_deaths,13,,Final,20517629.6210938,25957.9381485591
8360,University Southwest,2014,Planning district,All sexes,All races/ethnicities,All ages,Homicide,age_adjusted_mortality_rate_per_100k,11.20716998,unreliable,Final,20517629.6210938,25957.9381485591
8361,University Southwest,2022,Planning district,Female,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,76.95830101,,Final,20517629.6210938,25957.9381485591
8362,University Southwest,2017,Planning district,All sexes,All races/ethnicities,<1,All causes,infant_mortality_rate_per_1k_live_births,14.1509434,unreliable,Final,20517629.6210938,25957.9381485591
8363,University Southwest,2013,Planning district,All sexes,All races/ethnicities,All ages,Homicide,age_adjusted_mortality_rate_per_100k,9.82148857,unreliable,Final,20517629.6210938,25957.9381485591
8364,University Southwest,2018,Planning district,All sexes,All races/ethnicities,<1,All causes,count_perinatal_deaths,14,,Final,20517629.6210938,25957.9381485591
8365,University Southwest,2014,Planning district,All sexes,All races/ethnicities,<1,All causes,count_perinatal_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8366,University Southwest,2012,Planning district,All sexes,All races/ethnicities,All ages,Intentional self-harm (suicide),count_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8367,University Southwest,2012,Planning district,All sexes,All races/ethnicities,All ages,Intentional self-harm (suicide),age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8368,University Southwest,2012,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8369,University Southwest,2013,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8370,University Southwest,2022,Planning district,All sexes,All races/ethnicities,<1,All causes,count_perinatal_deaths,10,,Final,20517629.6210938,25957.9381485591
8371,University Southwest,2012,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),count_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8372,University Southwest,2014,Planning district,All sexes,All races/ethnicities,All ages,Homicide,count_deaths,11,,Final,20517629.6210938,25957.9381485591
8373,University Southwest,2023,Planning district,All sexes,All races/ethnicities,<1,All causes,perinatal_mortality_rate_per_1k_live_births,-99999,suppressed,Preliminary,20517629.6210938,25957.9381485591
8374,University Southwest,2014,Planning district,All sexes,All races/ethnicities,All ages,Heart disease,age_adjusted_mortality_rate_per_100k,237.28039722,,Final,20517629.6210938,25957.9381485591
8375,University Southwest,2013,Planning district,All sexes,All races/ethnicities,All ages,Homicide,count_deaths,10,,Final,20517629.6210938,25957.9381485591
8376,University Southwest,2013,Planning district,All sexes,All races/ethnicities,All ages,Influenza and pneumonia,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8377,University Southwest,2020,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8378,University Southwest,2020,Planning district,All sexes,All races/ethnicities,35+,All causes,smoking_attributable_deaths,175.32971875,,Final,20517629.6210938,25957.9381485591
8379,University Southwest,2014,Planning district,All sexes,All races/ethnicities,All ages,Influenza and pneumonia,count_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8380,University Southwest,2023,Planning district,Female,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,80.08223533,,Preliminary,20517629.6210938,25957.9381485591
8381,University Southwest,2023,Planning district,Male,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,73.01523438,,Preliminary,20517629.6210938,25957.9381485591
8382,University Southwest,2023,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,count_deaths,-99999,suppressed,Preliminary,20517629.6210938,25957.9381485591
8383,University Southwest,2012,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,count_deaths,10,,Final,20517629.6210938,25957.9381485591
8384,University Southwest,2015,Planning district,All sexes,All races/ethnicities,<1,All causes,infant_mortality_rate_per_1k_live_births,13.65187713,unreliable,Final,20517629.6210938,25957.9381485591
8385,University Southwest,2020,Planning district,All sexes,All races/ethnicities,<1,All causes,count_perinatal_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8386,University Southwest,2019,Planning district,All sexes,All races/ethnicities,<1,All causes,count_infant_deaths,13,,Final,20517629.6210938,25957.9381485591
8387,University Southwest,2014,Planning district,All sexes,All races/ethnicities,35+,All causes,smoking_attributable_deaths,148.33274437,,Final,20517629.6210938,25957.9381485591
8388,University Southwest,2015,Planning district,All sexes,All races/ethnicities,<1,All causes,count_perinatal_deaths,17,,Final,20517629.6210938,25957.9381485591
8389,University Southwest,2012,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,age_adjusted_mortality_rate_per_100k,13.6615969,unreliable,Final,20517629.6210938,25957.9381485591
8390,University Southwest,2013,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8391,University Southwest,2015,Planning district,All sexes,All races/ethnicities,<1,All causes,perinatal_mortality_rate_per_1k_live_births,19.34015927,unreliable,Final,20517629.6210938,25957.9381485591
8392,University Southwest,2021,Planning district,Female,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,76.64675165,,Final,20517629.6210938,25957.9381485591
8393,University Southwest,2017,Planning district,All sexes,All races/ethnicities,<1,All causes,count_infant_deaths,12,,Final,20517629.6210938,25957.9381485591
8394,University Southwest,2019,Planning district,Female,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,75.87950069,,Final,20517629.6210938,25957.9381485591
8395,University Southwest,2013,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),count_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8396,University Southwest,2012,Planning district,All sexes,All races/ethnicities,All ages,Septicemia,count_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8397,University Southwest,2012,Planning district,All sexes,All races/ethnicities,All ages,Septicemia,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8398,University Southwest,2013,Planning district,All sexes,All races/ethnicities,All ages,Septicemia,age_adjusted_mortality_rate_per_100k,18.11277191,unreliable,Final,20517629.6210938,25957.9381485591
8399,University Southwest,2013,Planning district,All sexes,All races/ethnicities,All ages,Intentional self-harm (suicide),count_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8400,University Southwest,2021,Planning district,All sexes,All races/ethnicities,<1,All causes,count_infant_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8401,University Southwest,2014,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),age_adjusted_mortality_rate_per_100k,26.73387958,unreliable,Final,20517629.6210938,25957.9381485591
8402,University Southwest,2015,Planning district,Male,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,70.72920251,,Final,20517629.6210938,25957.9381485591
8403,University Southwest,2021,Planning district,All sexes,All races/ethnicities,<1,All causes,perinatal_mortality_rate_per_1k_live_births,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8404,University Southwest,2014,Planning district,All sexes,All races/ethnicities,All ages,Influenza and pneumonia,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8405,University Southwest,2014,Planning district,All sexes,All races/ethnicities,All ages,Intentional self-harm (suicide),count_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8406,University Southwest,2013,Planning district,All sexes,All races/ethnicities,All ages,Intentional self-harm (suicide),age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8407,University Southwest,2017,Planning district,All sexes,All races/ethnicities,<1,All causes,perinatal_mortality_rate_per_1k_live_births,15.33018868,unreliable,Final,20517629.6210938,25957.9381485591
8408,University Southwest,2013,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,count_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8409,University Southwest,2014,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,age_adjusted_mortality_rate_per_100k,15.9505705,unreliable,Final,20517629.6210938,25957.9381485591
8410,University Southwest,2021,Planning district,All sexes,All races/ethnicities,<1,All causes,infant_mortality_rate_per_1k_live_births,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8411,University Southwest,2019,Planning district,All sexes,All races/ethnicities,<1,All causes,count_perinatal_deaths,10,,Final,20517629.6210938,25957.9381485591
8412,University Southwest,2017,Planning district,All sexes,All races/ethnicities,<1,All causes,count_perinatal_deaths,13,,Final,20517629.6210938,25957.9381485591
8413,University Southwest,2014,Planning district,All sexes,All races/ethnicities,All ages,Septicemia,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8414,University Southwest,2020,Planning district,All sexes,All races/ethnicities,<1,All causes,perinatal_mortality_rate_per_1k_live_births,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8415,University Southwest,2022,Planning district,All sexes,All races/ethnicities,<1,All causes,infant_mortality_rate_per_1k_live_births,16.12903226,unreliable,Final,20517629.6210938,25957.9381485591
